year,problem,kind,repo,path,bytes,git_blob_sha1,sha256,url,verification,license
2022,E,Data,Fucheng-Zhong/2022_math_modeling_E,数学建模/第2题_data_simplified.csv,5409,ca249b4370dace5058f936e6188cfd95403ea2fa,,https://github.com/Fucheng-Zhong/2022_math_modeling_E/blob/10dad930931a60cf9b6de8f1de717607c3fd54a9/%E6%95%B0%E5%AD%A6%E5%BB%BA%E6%A8%A1/%E7%AC%AC2%E9%A2%98_data_simplified.csv,Git tree enumerated; runtime not tested,UNSPECIFIED
2022,E,Data,Fucheng-Zhong/2022_math_modeling_E,数学建模/第3题.xlsx,19661,0332615a670cbd2ae2db080b3fca1ee07e88df37,,https://github.com/Fucheng-Zhong/2022_math_modeling_E/blob/10dad930931a60cf9b6de8f1de717607c3fd54a9/%E6%95%B0%E5%AD%A6%E5%BB%BA%E6%A8%A1/%E7%AC%AC3%E9%A2%98.xlsx,Git tree enumerated; runtime not tested,UNSPECIFIED
2022,E,Data,Fucheng-Zhong/2022_math_modeling_E,数学建模/第4题.xlsx,16715,cb4eab8bdb3ced1a78980972ef76e69995f1200f,,https://github.com/Fucheng-Zhong/2022_math_modeling_E/blob/10dad930931a60cf9b6de8f1de717607c3fd54a9/%E6%95%B0%E5%AD%A6%E5%BB%BA%E6%A8%A1/%E7%AC%AC4%E9%A2%98.xlsx,Git tree enumerated; runtime not tested,UNSPECIFIED
2022,E,Data,Fucheng-Zhong/2022_math_modeling_E,数学建模/附件14/内蒙古自治区锡林郭勒盟典型草原不同放牧强度土壤碳氮监测数据集（2012年8月15日-2020年8月15日）.xlsx,21503,8f72f2ec94d5558989238ae0e44f9f7d2517e955,,https://github.com/Fucheng-Zhong/2022_math_modeling_E/blob/10dad930931a60cf9b6de8f1de717607c3fd54a9/%E6%95%B0%E5%AD%A6%E5%BB%BA%E6%A8%A1/%E9%99%84%E4%BB%B614/%E5%86%85%E8%92%99%E5%8F%A4%E8%87%AA%E6%B2%BB%E5%8C%BA%E9%94%A1%E6%9E%97%E9%83%AD%E5%8B%92%E7%9B%9F%E5%85%B8%E5%9E%8B%E8%8D%89%E5%8E%9F%E4%B8%8D%E5%90%8C%E6%94%BE%E7%89%A7%E5%BC%BA%E5%BA%A6%E5%9C%9F%E5%A3%A4%E7%A2%B3%E6%B0%AE%E7%9B%91%E6%B5%8B%E6%95%B0%E6%8D%AE%E9%9B%86%EF%BC%882012%E5%B9%B48%E6%9C%8815%E6%97%A5-2020%E5%B9%B48%E6%9C%8815%E6%97%A5%EF%BC%89.xlsx,Git tree enumerated; runtime not tested,UNSPECIFIED
2022,E,Data,Fucheng-Zhong/2022_math_modeling_E,数学建模/附件14/数据14.xlsx,20275,7ad0100de616aca6038e19693087b9f52f3af116,,https://github.com/Fucheng-Zhong/2022_math_modeling_E/blob/10dad930931a60cf9b6de8f1de717607c3fd54a9/%E6%95%B0%E5%AD%A6%E5%BB%BA%E6%A8%A1/%E9%99%84%E4%BB%B614/%E6%95%B0%E6%8D%AE14.xlsx,Git tree enumerated; runtime not tested,UNSPECIFIED
2022,E,Data,Fucheng-Zhong/2022_math_modeling_E,数学建模/附件3、土壤湿度2022—2012年.xls,39936,e8c128913f824ceb8472b3766ba8cf753fd9cdd1,,https://github.com/Fucheng-Zhong/2022_math_modeling_E/blob/10dad930931a60cf9b6de8f1de717607c3fd54a9/%E6%95%B0%E5%AD%A6%E5%BB%BA%E6%A8%A1/%E9%99%84%E4%BB%B63%E3%80%81%E5%9C%9F%E5%A3%A4%E6%B9%BF%E5%BA%A62022%E2%80%942012%E5%B9%B4.xls,Git tree enumerated; runtime not tested,UNSPECIFIED
2022,E,Data,Fucheng-Zhong/2022_math_modeling_E,数学建模/附件4、土壤蒸发量2012—2022年.xls,35840,79d9d9c639ed7ed71e08f26ebae82587b1fafc7f,,https://github.com/Fucheng-Zhong/2022_math_modeling_E/blob/10dad930931a60cf9b6de8f1de717607c3fd54a9/%E6%95%B0%E5%AD%A6%E5%BB%BA%E6%A8%A1/%E9%99%84%E4%BB%B64%E3%80%81%E5%9C%9F%E5%A3%A4%E8%92%B8%E5%8F%91%E9%87%8F2012%E2%80%942022%E5%B9%B4.xls,Git tree enumerated; runtime not tested,UNSPECIFIED
2022,E,Data,Fucheng-Zhong/2022_math_modeling_E,数学建模/附件6、植被指数-NDVI2012-2022年.xls,32768,077b0b47f898c8ddaecabb55a25ee72f7f4a519b,,https://github.com/Fucheng-Zhong/2022_math_modeling_E/blob/10dad930931a60cf9b6de8f1de717607c3fd54a9/%E6%95%B0%E5%AD%A6%E5%BB%BA%E6%A8%A1/%E9%99%84%E4%BB%B66%E3%80%81%E6%A4%8D%E8%A2%AB%E6%8C%87%E6%95%B0-NDVI2012-2022%E5%B9%B4.xls,Git tree enumerated; runtime not tested,UNSPECIFIED
2022,E,Data,Fucheng-Zhong/2022_math_modeling_E,数学建模/附件8、锡林郭勒盟气候2012-2022/2012年.xls,20480,5135155ea30def9e0c875d9aa068383d584d9771,,https://github.com/Fucheng-Zhong/2022_math_modeling_E/blob/10dad930931a60cf9b6de8f1de717607c3fd54a9/%E6%95%B0%E5%AD%A6%E5%BB%BA%E6%A8%A1/%E9%99%84%E4%BB%B68%E3%80%81%E9%94%A1%E6%9E%97%E9%83%AD%E5%8B%92%E7%9B%9F%E6%B0%94%E5%80%992012-2022/2012%E5%B9%B4.xls,Git tree enumerated; runtime not tested,UNSPECIFIED
2022,E,Data,Fucheng-Zhong/2022_math_modeling_E,数学建模/附件8、锡林郭勒盟气候2012-2022/2013年.xls,20480,c607c52a9a37bae317880ecff44d52fcbaa0a6e0,,https://github.com/Fucheng-Zhong/2022_math_modeling_E/blob/10dad930931a60cf9b6de8f1de717607c3fd54a9/%E6%95%B0%E5%AD%A6%E5%BB%BA%E6%A8%A1/%E9%99%84%E4%BB%B68%E3%80%81%E9%94%A1%E6%9E%97%E9%83%AD%E5%8B%92%E7%9B%9F%E6%B0%94%E5%80%992012-2022/2013%E5%B9%B4.xls,Git tree enumerated; runtime not tested,UNSPECIFIED
